Media Owner,Site ID/Number,Suburb,City,Province,Country,Latitude,Longitude,Network:
Alive Advertising,ALV 02,Balfour,Johannesburg,Gauteng,South Africa,-26.13941,28.08687,outdoor.billboards.roadside
Alive Advertising,ALV 03,Benmore,Johannesburg,Gauteng,South Africa,-26.10084,28.04989,outdoor.billboards.roadside
Alive Advertising,ALV 04,Braamfontein,Johannesburg,Gauteng,South Africa,-26.195944,28.029159,outdoor.billboards.roadside
Alive Advertising,ALV 05,Bramley,Johannesburg,Gauteng,South Africa,-26.12694,28.079459,outdoor.billboards.roadside
Alive Advertising,ALV 06,Bruma,Johannesburg,Gauteng,South Africa,-26.182438,28.111768,outdoor.billboards.roadside
Alive Advertising,ALV 08,Cresta,Johannesburg,Gauteng,South Africa,-26.128339,27.969859,outdoor.billboards.roadside
Alive Advertising,ALV 09,East Rand,Johannesburg,Gauteng,South Africa,-26.183074,28.237058,outdoor.billboards.roadside
Alive Advertising,ALV 10,Fourways,Johannesburg,Gauteng,South Africa,-26.0427683,28.0155411,outdoor.billboards.roadside
Alive Advertising,ALV 11,Grayston Drive,Johannesburg,Gauteng,South Africa,-26.1092404,28.0775395,outdoor.billboards.roadside
Alive Advertising,ALV 13,Kempton Park,Johannesburg,Gauteng,South Africa,-26.100749,28.22431,outdoor.billboards.roadside
Alive Advertising,ALV 14,Houghton,Johannesburg,Gauteng,South Africa,-26.1555286,28.0574761,outdoor.billboards.highway
Alive Advertising,ALV 15,Houghton,Johannesburg,Gauteng,South Africa,-26.1560268,28.0572809,outdoor.billboards.highway
Alive Advertising,ALV 16,Rosebank,Johannesburg,Gauteng,South Africa,-26.148834,28.034393,outdoor.billboards.roadside
Alive Advertising,ALV 17,Randburg,Johannesburg,Gauteng,South Africa,-26.0991154,28.0102454,outdoor.billboards.roadside
Alive Advertising,ALV 18,Soweto,Johannesburg,Gauteng,South Africa,-26.227218,27.931645,outdoor.billboards.roadside
Alive Advertising,ALV 19,Struben Valley,Johannesburg,Gauteng,South Africa,-26.121132,27.90162,outdoor.billboards.roadside
Alive Advertising,ALV 20,Thembisa,Johannesburg,Gauteng,South Africa,-26.003605,28.210789,outdoor.billboards.roadside
Alive Advertising,ALV 21,The Glen,Johannesburg,Gauteng,South Africa,-26.2694726,28.0481466,outdoor.billboards.roadside
Alive Advertising,ALV 22,Wynberg,Johannesburg,Gauteng,South Africa,-26.1161877,28.0844686,outdoor.billboards.roadside
Alive Advertising,ALV 23,Hatfield,Tshwane,Gauteng,South Africa,-25.7453808,28.240768,outdoor.billboards.roadside
Alive Advertising,ALV 28,Prinshof,Tshwane,Gauteng,South Africa,-25.7338193,28.2042278,outdoor.billboards.roadside
Alive Advertising,ALV 58,Witbank,Nkangala,Mpumalanga,South Africa,-25.8746685,29.2383628,outdoor.billboards.roadside
Alive Advertising,ALV 61,Claremont,Cape Town,Western Cape,South Africa,-33.979438,18.46508,outdoor.billboards.roadside
Alive Advertising,ALV 63,Kyalami,Johannesburg,Gauteng,South Africa,-25.9816826,28.0760204,outdoor.billboards.roadside
Blue Label,BLM M 01,Sandton,Overport,Gauteng,South Africa,-26.108449,28.053508,Mall interior
Blue Label,BLM M 02,Alberton,Johannesburg,Gauteng,South Africa,-26.2581,28.1284,Mall interior
Blue Label,BLM M 03,Cape Town,Cape Town,Western Cape,South Africa,-33.564,18.4877,Mall interior
Blue Label,BLM M 04,Cape Town,Cape Town,Western Cape,South Africa,-33.8272,18.489,Mall interior
Blue Label,BLM M 05,Beacon Bay,East London,Eastern Cape,South Africa,-32.9516,27.9413,Mall interior
Blue Label,BLM M 06,Bloemfontein,Bloemfontein,Free State,South Africa,-29.1169,26.2192,Mall interior
Blue Label,BLM M 07,Bloemfontein,Bloemfontein,Free State,South Africa,-29.1206,26.2201,Mall interior
Blue Label,BLM M 08,Centurion,Centurion,Gauteng,South Africa,-25.8553,28.1901,Mall interior
Blue Label,BLM M 10,Dobsonville,Dobsonville,Gauteng,South Africa,-26.2378,27.8742,Mall interior
Blue Label,BLM M 11,Boksburg,Boksburg,Gauteng,South Africa,-26.1771,28.2297,Mall interior
Blue Label,BLM M 12,Boksburg,Boksburg,Gauteng,South Africa,-26.1771,28.2297,Mall interior
Blue Label,BLM M 13,Evaton,Mafatsana,Gauteng,South Africa,-26.5636,27.8506,Mall interior
Blue Label,BLM M 14,Kempton Park,Kempton Park,Gauteng,South Africa,-26.1007,28.2273,Mall interior
Blue Label,BLM M 15,Cape Town,Cape Town,Western Cape,South Africa,-33.9336,18.4153,Mall interior
Blue Label,BLM M 16,Cape Town,Cape Town,Western Cape,South Africa,-33.9229,18.4241,Mall interior
Blue Label,BLM M 17,Greenacres,Port Elizabeth,Eastern Cape,South Africa,-33.951,25.5875,Mall interior
Blue Label,BLM M 18,Durban,Durban,Kwa-Zulu Natal,South Africa,-29.7795,30.6636,Mall interior
Blue Label,BLM M 19,Hillcrest,Brackenfell,Kwa-Zulu Natal,South Africa,-29.7833,30.7628,Mall interior
Blue Label,BLM M 20,Cape Town,Cape Town,Western Cape,South Africa,-33.937,18.5117,Mall interior
Blue Label,BLM M 21,La Lucia,Umhlanga,Kwa-Zulu Natal,South Africa,-29.7556,31.0589,Mall interior
Blue Label,BLM M 22,Benoni,Benoni,Gauteng,South Africa,-26.1891,28.3196,Mall interior
Blue Label,BLM M 23,Sunnydale,Cape Town,Western Cape,South Africa,-34.1225,18.3812,Mall interior
Blue Label,BLM M 24,Phuthaditjhaba,Phuthaditjhaba,Free State,South Africa,-28.526,28.8201,Mall interior
Blue Label,BLM M 25,Bloemfontein,Bloemfontein,Free State,South Africa,-29.1192,26.2255,Mall interior
Blue Label,BLM M 26,Ledig,Ledig,North West,South Africa,-25.1995,26.9671,Mall interior
Blue Label,BLM M 27,Goodwood,Cape Town,Western Cape,South Africa,-33.8884,18.5435,Mall interior
Blue Label,BLM M 28,Nelspruit,Nelspruit,Mpumalanga,South Africa,-25.4745,30.9695,Mall interior
Blue Label,BLM M 29,Northgate,Johannesburg,Gauteng,South Africa,-26.0531,27.9517,Mall interior
Blue Label,BLM M 30,Paarl,Paarl,Western Cape,South Africa,-33.7371,18.9758,Mall interior
Blue Label,BLM M 31,Evaton,Mafatsana,Gauteng,South Africa,-26.5263,27.8547,Mall interior
Blue Label,BLM M 32,Johannesburg,Johannesburg,Gauteng,South Africa,-26.2,28.0456,Mall interior
Blue Label,BLM M 33,Pinetown,Pinetown,Kwa-Zulu Natal,South Africa,-29.8131,30.8526,Mall interior
Blue Label,BLM M 34,Randburg,Randburg,Gauteng,South Africa,-26.0961,27.9985,Mall interior
Blue Label,BLM M 35,Vereeniging,Vereeniging,Gauteng,South Africa,-26.6896,27.9224,Mall interior
Blue Label,BLM M 36,Rustenburg,Rustenburg,North West,South Africa,-25.667,27.2416,Mall interior
Blue Label,BLM M 37,Durban,Durban,Kwa-Zulu Natal,South Africa,-29.8568,31.027,Mall interior
Blue Label,BLM M 38,Walmer,Port Elizabeth,Eastern Cape,South Africa,-33.9798,25.5701,Mall interior
Blue Label,BLM M 39,Waterfall,Durban,Kwa-Zulu Natal,South Africa,-29.7402,30.839,Mall interior
Blue Label,BLM M 40,Rustenburg,Rustenburg,North West,South Africa,-25.6814,27.2041,Mall interior
Blue Label,BLM M 41,Westville,Durban,Kwa-Zulu Natal,South Africa,-29.8298,30.9326,Mall interior
Blue Label,BLM PF 01,Brackenfell,Cape Town,Western Cape,South Africa,-33.54059826,18.62791061,Gym Interior
Blue Label,BLM PF 02,Claremont,Cape Town,Western Cape,South Africa,-33.98084414,18.46382391,Gym Interior
Blue Label,BLM PF 03,Umhlanga,Durban,Kwa-Zulu Natal,South Africa,-29.72548,31.0873892,Gym Interior
Blue Label,BLM PF 04,Sandton,Sandton,Gauteng,South Africa,-26.13530918,28.05795802,Gym Interior
Blue Label,BLM PF 05,Sandton,Johannesburg,Gauteng,South Africa,-26.07285817,28.06408831,Gym Interior
Blue Label,BLO 001,Sandton,Johannesburg,Gauteng,South Africa,-26.100453,28.05064,outdoor.billboards.roadside
Blue Label,BLO 002,Sandton,Johannesburg,Gauteng,South Africa,-26.1017837,28.0686536,outdoor.billboards.roadside
Blue Label,BLO 004,Sandton,Johannesburg,Gauteng,South Africa,-26.258919,27.9308533,outdoor.billboards.roadside
Blue Label,BLO 005,Sonheuwel Central,Nelspruit,Mpumalanga,South Africa,-25.47365,30.975686,outdoor.billboards.highway
Blue Label,BLO 005 - R,Sonheuwel Central,Nelspruit,Mpumalanga,South Africa,-25.473655,30.975686,outdoor.billboards.highway
Blue Label,BLO 006,White River,Nelspruit,Mpumalanga,South Africa,-25.430309,30.964651,outdoor.billboards.highway
Blue Label,BLO 007,Ballito,Durban,Kwa-Zulu Natal,South Africa,-29.527381,31.204362,outdoor.billboards.roadside
Blue Label,BLO 008,South Beach,Durban,Kwa-Zulu Natal,South Africa,-29.856436,31.036118,outdoor.billboards.spectacular
Blue Label,BLO 009,Sandton,Johannesburg,Gauteng,South Africa,-26.090692,28.084743,outdoor.billboards.highway
Blue Label,BLO 010,Woodmead,Johannesburg,Gauteng,South Africa,-26.0618446,28.0925791,outdoor.billboards.highway
Blue Label,BLO 011,Braamfontein,Johannesburg,Gauteng,South Africa,-26.200413,28.035978,outdoor.billboards
Blue Label,BLO 013  -L,White River,Nelspruit,Mpumalanga,South Africa,-25.471327,30.993298,outdoor.billboards.highway
Blue Label,BLO 013 - R,White River,Nelspruit,Mpumalanga,South Africa,-25.471327,30.993298,outdoor.billboards.highway
Blue Label,BLO 014,Orlando West,Johannesburg,Gauteng,South Africa,-26.2379423,27.90331,outdoor.billboards.roadside
Blue Label,BLO 015,Soweto,Johannesburg,Gauteng,South Africa,-26.238995,27.909832,outdoor.billboards.roadside
Blue Label,BLO 016,Durban,Durban,Kwa-Zulu Natal,South Africa,-29.84476625,30.98760507,outdoor.billboards.roadside
Brand IQ,EC-ELS-001,Selbourne,East London,Eastern Cape,South Africa,-32.99312,27.906562,outdoor.billboard.roadside.main arterial
Brand IQ,GP-JHB-1217,Bryanston,Johannesburg,Gauteng,South Africa,-26.067963,28.017472,outdoor.billboard.roadside.main arterial
Brand IQ,GP-JHB-1242,Kyalami,Johannesburg,Gauteng,South Africa,-26.000126,28.075547,outdoor.billboard.roadside.main arterial
Brand IQ,GP-JHB-2239,Bryanston,Johannesburg,Gauteng,South Africa,-26.044159,28.017451,outdoor.billboard.roadside.main arterial
Brand IQ,GP-JHB-2246 F1,Midrand,Johannesburg,Gauteng,South Africa,-25.947911,28.136957,outdoor.billboards.highway
Brand IQ,GP-JHB-2246 F2,Midrand,Johannesburg,Gauteng,South Africa,-25.947911,28.136957,outdoor.billboards.highway
Brand IQ,GP-JHB-2251,Randburg,Johannesburg,Gauteng,South Africa,-26.100176,28.003034,outdoor.billboard.roadside.main arterial
Brand IQ,GP-JHB-2253,Soweto,Johannesburg,Gauteng,South Africa,-26.2622,27.892579,outdoor.billboard.roadside.main arterial
Brand IQ,GP-JHB-2255,Hyde Park,Johannesburg,Gauteng,South Africa,-26.128486,28.033473,outdoor.billboard.roadside.main arterial
Brand IQ,GP-JHB-2346,Parktown,Johannesburg,Gauteng,South Africa,-26.183142,28.031259,outdoor.billboard.roadside.main arterial
Brand IQ,GP-JHB-2355,Witkoppen,Johannesburg,Gauteng,South Africa,-26.037164,28.058112,outdoor.billboard.roadside.main arterial
Brand IQ,GP-JHB-2363 F2,Roodepoort,Johannesburg,Gauteng,South Africa,-26.163235,27.93523,outdoor.billboards.highway
Brand IQ,GP-TSH- 0256 F 2,Centurion,Tshwane,Gauteng,South Africa,-25.862018,28.209608,outdoor.billboards.highway
Brand IQ,GP-TSH-0220,Pretoria Central,Tshwane,Gauteng,South Africa,-25.746167,28.195814,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-0229,Centurion,Tshwane,Gauteng,South Africa,-25.872875,28.168311,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-0244,Menlo Park,Tshwane,Gauteng,South Africa,-25.761247,28.249267,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-0245,Centurion,Tshwane,Gauteng,South Africa,-25.863303,28.187597,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-0256,Centurion,Tshwane,Gauteng,South Africa,-25.862018,28.209608,outdoor.billboards.highway
Brand IQ,GP-TSH-0257 F1,Menlyn,Tshwane,Gauteng,South Africa,-25.781189,28.27735,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-0257 F2,Menlyn,Tshwane,Gauteng,South Africa,-25.781189,28.27735,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-1204,Hatfield,Tshwane,Gauteng,South Africa,-25.750659,28.236831,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-1239,Die Wilgens,Tshwane,Gauteng,South Africa,-25.766267,28.308702,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-1292 F1,Montana,Tshwane,Gauteng,South Africa,-25.678693,28.2418,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-1292 F3,Montana,Tshwane,Gauteng,South Africa,-25.678959,28.241791,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-2244 F1,Centurion,Tshwane,Gauteng,South Africa,-25.8979,28.1631,outdoor.billboards.highway
Brand IQ,GP-TSH-2244 F2,Centurion,Tshwane,Gauteng,South Africa,-25.8979,28.1631,outdoor.billboards.highway
Brand IQ,GP-TSH-2286,Hatfield,Tshwane,Gauteng,South Africa,-25.755165,28.242016,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-2301,Menlyn,Tshwane,Gauteng,South Africa,-25.787114,28.279267,outdoor.billboard.roadside.main arterial
Brand IQ,GP-TSH-2372 F1,Menlyn,Tshwane,Gauteng,South Africa,-25.787278,28.270046,outdoor.billboards.highway
Brand IQ,GP-TSH-2372 F2,Menlyn,Tshwane,Gauteng,South Africa,-25.787278,28.270046,outdoor.billboards.highway
Brand IQ,MP-MID-0601,Middelburg,Mpumalanga,Mpumalanga,South Africa,-25.768931,29.458074,outdoor.billboard.roadside.main arterial
Brand IQ,MP-WIT-0409,Witbank,Mpumalanga,Mpumalanga,South Africa,-25.8847,29.263312,outdoor.billboard.roadside.main arterial
District Media,DMGD001,Sandton,Johannesburg,Gauteng,South Africa,-26.108867,28.056407,outdoor.billboards.roadside
District Media,DMGD002,Sandton,Johannesburg,Gauteng,South Africa,-26.108922,28.056348,outdoor.billboards.roadside
District Media,DMGD003,Umlazi,Durban,Kwa-Zulu Natal,South Africa,-29.957146,30.940298,outdoor.billboards.highway
District Media,DMGD004,Soweto,Johannesburg,Gauteng,South Africa,-26.277709,27.813909,outdoor.billboards.roadside
District Media,DMGD007,Bryanston,JHB,Gauteng,South Africa,-26.051491,28.021508,outdoor.billboards.roadside
Electronic Billboards,GILL02,Bedfordview,Johannesburg,Gauteng,South Africa,-26.17866777,28.13236853,outdoor.billboards.highway
Electronic Billboards,M1001,Ormonde,Johannesburg,Gauteng,South Africa,-26.24311352,28.00778294,outdoor.billboards.highway
Electronic Billboards,MODD01,Edenvale,Johannesburg,Gauteng,South Africa,-26.12008568,28.13777319,outdoor.billboards.highway
Epic Outdoor,EO-016,Soweto,Johannesburg,Gauteng,South Africa,-26.277095,27.813664,outdoor.billboards.roadside
Epic Outdoor,EO-018,Linksfield,Johannesburg,Gauteng,South Africa,-26.148812,28.124519,outdoor.billboards.roadside
Epic Outdoor,EO-030,Glen Village,Pretoria,Gauteng,South Africa,-25.789363,28.328073,outdoor.billboards.roadside
Epic Outdoor,EO-032,Strand,Cape Town,Western Cape,South Africa,-34.105602,18.840845,outdoor.billboards.roadside
Epic Outdoor,EO - 007,Centurion,Midrand,Gauteng,South Africa,-25.86438382,28.1893744,outdoor.billboards.roadside
Epic Outdoor,EO - 026,Fairlands,Johannesburg,Gauteng,South Africa,-26.119631,27.957781,outdoor.billboards.roadside
Epic Outdoor,EO - 065,Bryanston,Sandton,Gauteng,South Africa,-26.0502345,28.0243712,outdoor.billboards.roadside
Epic Outdoor,EO-010,Rosebank,Johannesburg,Gauteng,South Africa,-26.148198,28.035037,outdoor.billboards.roadside
Epic Outdoor,EO-042,Midrand,Midrand,Gauteng,South Africa,-25.963228,28.131657,outdoor.billboards.roadside
Epic Outdoor,EO-043,Melrose Arch,Johannesburg,Gauteng,South Africa,-26.1310975,28.0641062,outdoor.billboards.roadside
Epic Outdoor,EO-043,Melrose Arch,Johannesburg,Gauteng,South Africa,-26.1310975,28.0641062,outdoor.billboards.roadside
Epic Outdoor,EO-045,Parktown,Johannesburg,Gauteng,South Africa,-26.186714,28.032944,outdoor.billboards.roadside
Epic Outdoor,EO-071,Pretoria CBD,Pretoria,Gauteng,South Africa,-25.74758,28.193024,outdoor.billboards.roadside
Epic Outdoor,EO-082,Olympus,Pretoria,Gauteng,South Africa,-25.795733,28.323027,outdoor.billboards.roadside
Epic Outdoor,EO-084,Menlyn,Pretoria,Gauteng,South Africa,-25.747687,28.270487,outdoor.billboards.roadside
Epic Outdoor,EO-116,Menlyn,Pretoria,Gauteng,South Africa,-25.860703,28.215209,outdoor.billboards.roadside
Epic Outdoor,EO-133,Thembisa,East Rand,Gauteng,South Africa,-26.004091,28.178807,outdoor.billboards.roadside
Face First,FFMD02,Springfield Park,Durban,Kwa-Zulu Natal,South Africa,-29.798589,30.986816,outdoor.billboards.highway
Face First,FFMD03,Bluff,Durban,Kwa-Zulu Natal,South Africa,-29.911522,30.98081,outdoor.billboards.highway
Face First,FFMD04,Hilton,Pietermaritzburg,Kwa-Zulu Natal,South Africa,-29.541713,30.300963,outdoor.billboards.highway
Face First,FFMD05,Riverhorse Valley,Durban,Kwa-Zulu Natal,South Africa,-29.788641,30.995443,outdoor.billboards.highway
Face First,FFMD101,King Shaka,Durban,Kwa-Zulu Natal,South Africa,-29.622078,31.099361,airport.exterior
Face First,FFMD102,Pietermaritzburg,Pietermaritzburg,Kwa-Zulu Natal,South Africa,-29.586201,30.376925,outdoor.billboard.roadside.main arterial
Face First,FFMD103,Hillcrest,Durban,Kwa-Zulu Natal,South Africa,-29.789878,30.78065,outdoor.billboard.roadside.main arterial
Face First,FFMD104,Ballito,Durban,Kwa-Zulu Natal,South Africa,-29.522506,31.201507,outdoor.billboard.roadside.main arterial
Guerrilla,Alpha,Sandton,Johannesburg,Gauteng,South Africa,-26.10160392,28.06722408,Roadside
Guerrilla,EO-037,Cresta,Johannesburg,Gauteng,South Africa,-26.129623,27.971378,outdoor.billboards.roadside
Indaba,IBD01Indaba Billboards &Media,Katlehong,Johannesburg,Gauteng,South Africa,-26.331227,28.155746,outdoor.billboards.roadside
Indaba,IBD02 Indaba Billboards &Media,Pimville,Johannesburg,Gauteng,South Africa,-26.260145,27.907917,outdoor.billboards.roadside
Indaba,IBD03 Indaba Billboards &Media,Alexander,Johannesburg,Gauteng,South Africa,-26.110157,28.086862,outdoor.billboards.roadside
Insight Outdoor,ISC002,Paarden Eiland,Cape Town,Western Cape,South Africa,-33.909565,18.471795,outdoor.billboards.roadside
Insight Outdoor,ISD003,Umhlanga,Durban,Kwa-Zulu Natal,South Africa,-29.753335,31.063981,retail.malls
Insight Outdoor,ISEC003,Port Elizabeth,Port Elizabeth,Eastern Cape,South Africa,-33.980726,25.560745,retail.malls
Insight Outdoor,ISJ 119,Randburg,Johannesburg,Gauteng,South Africa,-26.061525,27.945309,retail.malls
Insight Outdoor,ISJ014,Fourways,Johannesburg,Gauteng,South Africa,-26.001902,27.985859,outdoor.billboards.roadside
Insight Outdoor,ISJ034,Bryanston,Johannesburg,Gauteng,South Africa,-26.041902,28.025129,outdoor.billboards.roadside
Insight Outdoor,ISJ036,Bryanston,Johannesburg,Gauteng,South Africa,-26.048502,28.020551,outdoor.billboards.roadside
Insight Outdoor,ISJ038,Sandton,Johannesburg,Gauteng,South Africa,-26.0804,28.062639,outdoor.billboards.roadside
Insight Outdoor,ISJ066,Kensington,Ekurhuleni,Gauteng,South Africa,-26.186404,28.113289,outdoor.billboards.roadside
Insight Outdoor,ISJ100,Fourways,Johannesburg,Gauteng,South Africa,-26.007474,28.012765,outdoor.billboards.roadside
Insight Outdoor,ISJ102,Paulshof,Johannesburg,Gauteng,South Africa,-26.036401,28.052272,outdoor.billboards.roadside
Insight Outdoor,ISJ104,Bryanston,Johannesburg,Gauteng,South Africa,-26.067601,28.017861,outdoor.billboards.roadside
Insight Outdoor,ISJ110,Randburg,Johannesburg,Gauteng,South Africa,-26.106302,28.001499,outdoor.billboards.roadside
Insight Outdoor,ISJ112,Fourways,Johannesburg,Gauteng,South Africa,-26.016902,28.011781,outdoor.billboards.roadside
Insight Outdoor,ISJ114,Midrand,Johannesburg,Gauteng,South Africa,-25.975778,28.106724,outdoor.billboards.roadside
Insight Outdoor,ISJ116,Krugersdorp,Johannesburg,Gauteng,South Africa,-26.088882,27.782187,retail.malls
Insight Outdoor,ISJ118,Kempton Park,Ekurhuleni,Gauteng,South Africa,-26.106828,28.222795,retail.malls
Insight Outdoor,ISNW 002,Rustenburg,Rustenburg,North West,South Africa,-25.705609,27.250818,retail.malls
Insight Outdoor,ISO 558,Midrand,Johannesburg,Gauteng,South Africa,-26.01184,28.11707,outdoor.billboards.highway
Insight Outdoor,ISO 586,Midrand,Johannesburg,Gauteng,South Africa,-26.002935,28.121088,outdoor.billboards.highway
Insight Outdoor,ISO110,Menlyn,Pretoria,Gauteng,South Africa,-25.790203,28.31027,outdoor.billboards.roadside
Insight Outdoor,ISO120,Menlyn,Pretoria,Gauteng,South Africa,-25.781225,28.277277,outdoor.billboards.roadside
Insight Outdoor,ISO180,Montana,Pretoria,Gauteng,South Africa,-25.6793,28.249371,outdoor.billboards.roadside
Insight Outdoor,ISO186,Menlyn,Pretoria,Gauteng,South Africa,-25.788902,28.28278,outdoor.billboards.roadside
Insight Outdoor,ISO192,Centurion,Tshwane,Gauteng,South Africa,-25.862218,28.184194,outdoor.billboards.roadside
Insight Outdoor,ISO226,Lynwood,Pretoria,Gauteng,South Africa,-25.766401,28.278361,outdoor.billboards.roadside
Insight Outdoor,ISO242,Menlyn,Pretoria,Gauteng,South Africa,-25.775648,28.268966,outdoor.billboards.roadside
Insight Outdoor,ISO32,Centurion,Pretoria,Gauteng,South Africa,-25.895801,28.25424,outdoor.billboards.roadside
Insight Outdoor,ISO43,Menlyn,Tshwane,Gauteng,South Africa,-25.786401,28.277231,outdoor.billboards.highway
Insight Outdoor,ISO446,Centurion,Pretoria,Gauteng,South Africa,-25.887901,28.165879,outdoor.billboards.highway
Jinja,J030-L,Weltevredenpark,Johannesburg,Gauteng,South Africa,-26.135004,27.935773,outdoor.billboards.highway
Jinja,J062-L,Essexworld,Johannesburg,Gauteng,South Africa,-26.160133,28.133794,outdoor.billboards.highway
Jinja,J114-L,Braamfontein,Johannesburg,Gauteng,South Africa,-26.201389,28.030526,outdoor.billboards.highway
Jinja,J168-L,Sandton,Johannesburg,Gauteng,South Africa,-26.10027,28.079629,outdoor.billboards.highway
Jinja,J255-L,Midrand,Johannesburg,Gauteng,South Africa,-25.934113,28.142868,outdoor.billboards.highway
Jinja,JE240-L,Marlboro,Johannesburg,Gauteng,South Africa,-26.086293,28.115274,outdoor.billboards.highway
Kena Media,KOD01,Soweto,Johannesburg,Gauteng,South Africa,-26.235109,27.9523,outdoor.billboards.roadside
Kena Media,KOD02,Soweto,Johannesburg,Gauteng,South Africa,-26.239148,27.911607,outdoor.billboards.roadside
Kena Media,KOD03,Soweto,Johannesburg,Gauteng,South Africa,-26.26850482,27.90337834,outdoor.billboards.roadside
Kena Media,KOD04,Sandton,Johannesburg,Gauteng,South Africa,-26.107534,28.054962,retail.malls
Kena Media,KOD05,Sandton,Johannesburg,Gauteng,South Africa,-26.104864,28.069181,outdoor.billboards.roadside
Kena Media,KOD06,Brakpan,Johannesburg,Gauteng,South Africa,-26.259075,28.322774,outdoor.billboards.roadside
Kena Media,KOD07,Sandton,Johannesburg,Gauteng,South Africa,-26.073977,28.06501,outdoor.billboards.roadside
Relativ,RCM003,Centurion,Johannesburg,Gauteng,South Africa,-25.859574,28.185935,retail.malls
Relativ,RCM021,Benmore,Johannesburg,Gauteng,South Africa,-26.10061,28.048607,outdoor.billboards.roadside
Relativ,RCM036,Hillcrest,Durban,Kwa-Zulu Natal,South Africa,-29.750303,30.814443,retail.malls
Relativ,REL082,Germiston,Johannesburg,Gauteng,South Africa,-26.1601985,28.1335468,outdoor.billboards.roadside
Relativ,REL141,Hyde Park,Johannesburg,Gauteng,South Africa,-26.1269337,28.033292,outdoor.billboards.roadside
Relativ,REL161,Benmore,Johannesburg,Gauteng,South Africa,-26.100701,28.048686,retail.malls
Relativ,REL181,Sandton,Johannesburg,Gauteng,South Africa,-26.107004,28.051461,outdoor.billboards.roadside
Relativ,REL182,Bryanston,Johannesburg,Gauteng,South Africa,-26.062589,28.023994,outdoor.billboards.roadside
Relativ,REL183,Midrand,Johannesburg,Gauteng,South Africa,-25.9829645,28.0722317,outdoor.billboards.roadside
Relativ,REL184,Sandton,Johannesburg,Gauteng,South Africa,-26.093804,28.056252,outdoor.billboards.roadside
Relativ,REL218,Sandton,Johannesburg,Gauteng,South Africa,-26.1306351,28.0492218,outdoor.billboards.roadside
Relativ,REL278,East London,East London,Eastern Cape,South Africa,-32.9841153,27.8976306,outdoor.billboards.roadside
Relativ,REL282,Braamfontein,Johannesburg,Gauteng,South Africa,-26.199467,28.046846,outdoor.billboards.roadside
Relativ,REL290,Sandton,Johannesburg,Gauteng,South Africa,-26.1028202,28.0418114,outdoor.billboards.roadside
Relativ,REL351,Fourways,Johannesburg,Gauteng,South Africa,-26.0273846,28.0096059,outdoor.billboards.roadside
Relativ,REL359,Sandton,Johannesburg,Gauteng,South Africa,-26.108661,28.05905,outdoor.billboards.roadside
Relativ,REL381,Midrand,Johannesburg,Gauteng,South Africa,-26.020874,28.003103,outdoor.billboards.roadside
Relativ,REL382,Fourways,Johannesburg,Gauteng,South Africa,-26.020773,28.003517,outdoor.billboards.roadside
Relativ,REL383,Fourways,Johannesburg,Gauteng,South Africa,-26.016831,28.007588,outdoor.billboards.roadside
Relativ,REL437,La Mercy,Durban,Kwa-Zulu Natal,South Africa,-29.625918,31.12007,outdoor.billboards.roadside
Relativ,REL438,La Mercy,Durban,Kwa-Zulu Natal,South Africa,-29.62709,31.110982,outdoor.billboards.roadside
Relativ,REL439,La Mercy,Durban,Kwa-Zulu Natal,South Africa,-29.627521,31.103429,outdoor.billboards.roadside
Relativ,REL480,Germiston,Johannesburg,Gauteng,South Africa,-26.180887,28.119508,outdoor.billboards.roadside
Relativ,REL559,Bloemfontein,Bloemfontein,Free State,South Africa,-29.1128252,26.2016765,outdoor.billboards.roadside
Relativ,REL563,Dainfern,Johannesburg,Gauteng,South Africa,-25.9873343,27.9846546,outdoor.billboards.roadside
Relativ,REL601,Thembisa,Johannesburg,Gauteng,South Africa,-26.034831,28.191866,retail.malls
Relativ,REL602,Sandton,Johannesburg,Gauteng,South Africa,-26.109338,28.076083,outdoor.billboards.roadside
Relativ,RRD001,Fairland,Johannesburg,Gauteng,South Africa,-26.129281,27.939877,outdoor.billboards.highway
Relativ,RRD002,Fairland,Johannesburg,Gauteng,South Africa,-26.128187,27.940543,outdoor.billboards.highway
Relativ,RRD003,Brackenfell,Cape Town,Western Cape,South Africa,-33.8748808,18.6882029,outdoor.billboards.roadside
Reveel,RVD01,Sandton,Sandton,Gauteng,South Africa,-26.108345,28.057467,outdoor.billboards.roadside
